Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m
925,4080 W 35TH AVENUE,3/6/2020,2200000,9,2016,1948,72,4257.0,49.2402866,-123.196126,9369.194951832034
926,3208 E 53RD AVENUE,6/6/2019,2680000,0,4436,2019,0,5499.36,49.2211046,-123.0386525,9836.019445670965
927,91 E 40TH AVENUE,10/5/2019,1550000,30,1676,1944,75,4026.0,49.2347871,-123.1038774,6030.458479354968
928,757 E 59TH AVENUE,11/18/2019,2300000,1,3664,2019,0,3996.0,49.21667619999999,-123.0891286,8534.913263589939
929,640 E GEORGIA STREET,5/27/2019,1860000,100,3335,1895,124,3050.0,49.2782353,-123.0905799,2184.4277112165114
930,2709 WILLIAM STREET,2/3/2020,1690000,15,2152,1927,93,3564.0,49.2743547,-123.0490358,5204.090436239409
931,4292 KASLO STREET,8/22/2019,1058000,21,1593,1934,85,3071.2,49.2466512,-123.0468169,7576.540801453427
932,303 E 51ST AVENUE,7/29/2019,1582500,14,2525,1993,26,4160.0,49.2239487,-123.0994427,7310.302319221368
933,5232 HOY STREET,7/29/2019,1070000,95,1735,1950,69,3804.0,49.2369295,-123.0259904,9817.3319009275
934,7827 CARTIER STREET,9/10/2019,1865000,89,2347,1979,40,4026.0,49.2146914,-123.1379868,8530.541831729324
935,250 E 61ST AVENUE,7/4/2019,935000,5,1620,1910,109,3286.0,49.2148545,-123.1008517,8133.828797790754
936,369 E 30TH AVENUE,2/20/2020,1575000,2,1905,1910,110,1956.1,49.243405,-123.097992,5123.27097891776
937,5818 ALMA STREET,2/28/2020,2570000,9,3357,1929,91,6830.0,49.23365980000001,-123.1865213,9270.024380273058
938,1270 KELOWNA STREET,3/19/2020,1035000,17,2450,1945,75,3826.0,49.2738853,-123.0424378,5784.1937127461615
939,2142 NAPIER STREET,4/14/2020,1560000,6,2069,1911,109,4026.0,49.2745636,-123.0607715,4378.677335584507
940,494 E 12TH AVENUE,10/25/2019,1575000,21,2932,1910,109,4270.0,49.25956069999999,-123.0932764,3489.5339739069104
941,6847 SHERBROOKE STREET,3/16/2020,2000000,52,3492,2019,1,4019.7,49.222334,-123.0819578,8266.96022156535
942,1108 E 53RD AVENUE,6/4/2019,1798000,4,3216,1922,97,9180.0,49.2216744,-123.082873,8262.76055728719
943,437 VERNON DRIVE,4/22/2020,1510000,18,1892,2017,3,1843.36,49.2802613,-123.0794703,2947.3393159156535
944,3599 W 32ND AVENUE,7/1/2019,2455000,109,2324,2019,1,3045.46,49.24347050000001,-123.1848656,8216.47562860494
945,727 W 64TH AVENUE,5/24/2019,2548800,81,3319,1996,23,5504.0,49.2125956,-123.1213815,8224.330292531984
946,6343 YEW STREET,3/3/2020,1800000,25,1758,1926,94,4144.47,49.2286406,-123.1590909,7845.3857438453315
947,2035 COLLINGWOOD STREET,10/14/2019,2035000,4,2813,1912,107,3600.0,49.26797140000001,-123.1820242,5662.8074685072115
948,2205 GRAVELEY STREET,9/11/2019,1228000,157,2455,1913,107,3141.0,49.2706406,-123.0597327,4749.000223048414
949,4772 ELGIN STREET,1/29/2020,2285000,9,2493,2019,1,3606.0,49.2418658,-123.0824891,5777.229541101227
950,4685 NANAIMO STREET,11/19/2019,1425000,1,2443,1967,52,4614.87,49.2429815,-123.0575205,6782.843270814012
951,4583 WINDSOR STREET,6/5/2019,1615000,2,1782,1912,107,3559.5,49.2435619,-123.084319,5638.016914950038
952,1503 E 60TH AVENUE,3/16/2020,1500000,58,2500,1956,64,4885.05,49.2156889,-123.0753933,8959.520434544345
953,2211 E 61ST AVENUE,10/16/2019,1488000,4,1924,1952,67,5075.0,49.2148311,-123.0616892,9736.971101416824
954,2552 WILLIAM STREET,3/10/2020,1726000,6,1777,1946,74,3630.0,49.2739577,-123.0533631,4821.933720600543
955,2176 W 57TH AVENUE,4/20/2020,2950000,40,3370,1957,63,12883.77,49.2192804,-123.1569002,8769.0855363822
956,3445 W 30TH AVENUE,4/24/2020,2193988,12,1749,1935,85,4290.0,49.2454317,-123.1810495,7767.650096495006
957,2919 E 54TH AVENUE,3/18/2020,1288000,46,690,1954,66,4467.0,49.2203875,-123.0453176,9849.651285427006
958,374 E 26TH AVENUE,4/30/2019,860000,101,1000,1910,109,2027.75,49.2474481,-123.097994,4674.417833614555
959,5769 JOYCE STREET,3/17/2020,1594000,23,2192,2002,18,4026.0,49.2316165,-123.037823,8750.072629677905
960,2825 ONTARIO STREET,3/10/2020,1898500,7,2068,1901,119,2475.0,49.2598819,-123.1052374,3238.4324835285715
961,3680 HENNEPIN AVENUE,3/16/2020,1244000,1,2127,1980,40,2825.0,49.22123819999999,-123.0249983,10517.348647885747
962,521 UNION STREET,7/5/2019,1380000,56,2538,1901,118,3058.0,49.27769259999999,-123.0930006,1801.4349310701118
963,3839 ST. CATHERINES STREET,2/5/2020,1150000,7,1299,1913,107,3300.0,49.2502903,-123.0860688,4743.771272059906
964,3335 W 39TH AVENUE,5/8/2019,2300000,69,3016,1941,78,5320.0,49.23662059999999,-123.1794443,8475.883034051725
965,2105 E 43RD AVENUE,10/28/2019,1302000,33,2033,1956,63,4028.04,49.2314431,-123.0637641,7842.063902309148
966,2725 E 18TH AVENUE,3/4/2020,2188000,7,2566,2017,3,3379.2,49.254247,-123.0488554,6980.317532025158
967,1225 E 35TH AVENUE,2/14/2020,1730000,10,1940,1978,42,3214.5,49.238327,-123.0799155,6284.085859388937
968,7898 HUDSON STREET,1/9/2019,2043000,241,2378,1990,29,3983.1,49.21407929999999,-123.1338684,8698.006640482217
969,4054 W 14TH AVENUE,6/17/2019,2180000,8,2140,1972,47,4022.7,49.2597539,-123.1956265,7607.00899842455
970,4047 W 18TH AVENUE,9/11/2019,2050000,7,3374,1927,92,4492.95,49.25677779999999,-123.1950134,7713.071528445232
971,4726 GOTHARD STREET,3/16/2020,1170000,7,1744,1959,61,3630.0,49.24214389999999,-123.0531024,7256.366749622966
972,2208 E 43RD AVENUE,2/18/2020,1920000,6,2526,1997,23,5374.32,49.2310023,-123.0618229,7842.063902309148
973,7970 OAK STREET,9/5/2019,1950000,82,3724,1928,91,5925.0,49.21329,-123.1297314,8567.309588610435
974,8092 HAIG STREET,7/2/2019,2200000,70,3206,2019,0,3846.01,49.2122861,-123.1366731,8793.10748767891
975,4560 W 7TH AVENUE,8/21/2019,2300000,4,2224,1990,29,3715.8,49.2662668,-123.2108873,8077.022025941688
976,1888 E 53RD AVENUE,5/17/2019,1299000,31,1989,1989,30,3456.0,49.2216876,-123.067498,8747.38625003466
977,7569 VIVIAN DRIVE,7/2/2019,2670000,78,4652,2017,2,5415.0,49.2157178,-123.0517934,9851.400916342833
978,3513 W 19TH AVENUE,8/21/2019,2850000,75,2818,2001,18,4026.0,49.255793,-123.1823213,6970.0732286327775
979,3006 W 28TH AVENUE,8/7/2019,2380000,42,3001,1927,92,4297.92,49.2468465,-123.173195,7076.723107518102
980,2215 W 13TH AVENUE,5/19/2020,2840000,9,5872,1910,110,6250.0,49.2603308,-123.1559429,4518.0705416305545
981,933 E 51ST AVENUE,6/4/2019,1450000,2,2606,1983,36,4397.25,49.2237678,-123.0862164,7930.752702684609
982,428 E 46TH AVENUE,4/8/2019,1636500,121,2469,1996,23,4026.0,49.2281936,-123.0966067,6785.3812796417105
983,416-418 UNION STREET,9/9/2019,1600000,32,2301,1980,39,3150.0,49.2774023,-123.0950791,1660.5723037460195
984,3676 NAPIER STREET,9/25/2019,1200000,4,2228,1983,36,3550.8,49.2747446,-123.0246901,7180.294912913942
985,6583 KNIGHT STREET,6/24/2019,1549900,25,2789,2017,2,3676.0,49.22445330000001,-123.0777553,7854.190934973556
986,3280 GEORGIA STREET,1/16/2020,904000,44,2166,1928,92,3547.5,49.2780707,-123.0342896,6264.926558332687
987,3051 KITCHENER STREET,10/29/2019,1350000,28,1926,1944,75,4254.5,49.2724966,-123.0401566,5972.681973521003
988,5239 PRINCE ALBERT STREET,8/20/2019,1580000,3,2205,1992,27,3630.0,49.23752529999999,-123.0883334,5993.7703259677155
989,1594 E 22ND AVENUE,8/6/2019,1144000,4,1953,1923,96,3300.0,49.2501635,-123.0713163,5498.962079702878
990,1083 E 57TH AVENUE,9/10/2019,1070000,4,1041,1941,78,3656.4,49.2184069,-123.083604,8690.464124365371
991,4995 ELGIN STREET,5/22/2019,1285000,23,2028,1963,56,3300.0,49.2393449,-123.0838308,5975.99308849578
992,3683 DUNDAS STREET,2/10/2020,1410000,11,2347,1927,93,4026.0,49.2849738,-123.0239617,7251.974817550437
993,2667 E 22ND AVENUE,10/30/2019,1602000,7,2108,2007,12,3630.0,49.2509169,-123.0506245,7228.845889383159
994,2575 E 29TH AVENUE,7/30/2019,1060000,9,1700,1946,73,3333.0,49.2448847,-123.0526909,7132.606826649267
995,2032 E 22ND AVENUE,10/9/2019,2190476,30,3412,2019,0,4026.0,49.2500611,-123.0641282,6037.057402402902
996,4827 JOYCE STREET,10/30/2019,1358000,5,2071,1996,23,3300.0,49.24135829999999,-123.0292712,9039.949644683318
997,795 E 52ND AVENUE,10/4/2019,1388000,14,1917,1996,23,3323.0,49.222889,-123.0884046,7824.356294461835
998,3460 QUEBEC STREET,10/29/2019,1408000,7,2067,1913,106,1952.0,49.2540989,-123.1025686,3956.51860268914
999,1366 E 49TH AVENUE,11/4/2019,1577000,8,2160,2007,12,3597.0,49.2250856,-123.0782031,7880.531773539122
1000,5664 TYNE STREET,12/2/2019,1358000,8,2464,1971,48,4422.68,49.2324877,-123.0303431,9038.00704724642
1001,3308 AUSTREY AVENUE,8/17/2019,1725000,63,2894,2019,0,3300.0,49.2380507,-123.0358229,8680.379233610158
1002,6583 CLARENDON STREET,1/14/2020,1605000,29,2501,1970,50,4356.0,49.2241534,-123.0566113,8761.779893043962
1003,3655 TRAFALGAR STREET,3/30/2020,2430000,8,2911,1988,32,4139.85,49.2541138,-123.1655333,5916.875669617693
1004,414 E 60TH AVENUE,5/19/2020,1197232,5,1754,1954,66,3382.0,49.215531,-123.0969483,8341.634879564874
1005,6550 LANCASTER STREET,4/25/2019,1500000,64,2134,1959,60,5718.19,49.2240426,-123.0423364,9398.939285169527
1006,2258 E 37TH AVENUE,8/12/2019,1480000,106,2603,1979,40,4661.2,49.2366616,-123.0602531,7211.964765717168
1007,601 E PENDER STREET,1/11/2020,1670000,123,4100,1908,112,4150.0,49.2804294,-123.0913546,1891.673695172737
1008,2305 W KING EDWARD AVENUE,4/23/2019,2150000,42,2109,1951,68,6093.0,49.250628,-123.1580341,5709.120350839168
1009,1738 W 58TH AVENUE,3/4/2019,2600000,106,3380,1991,28,5600.0,49.2183416,-123.1465026,8210.428479485958
1010,2701 W 1ST AVENUE,9/5/2019,2100000,11,2942,1922,97,2599.0,49.2712071,-123.1665148,4547.4169269382965
1011,3027 E 2ND AVENUE,9/16/2019,1280000,2,1586,1946,73,5020.0,49.2687058,-123.040779,6093.521654311484
1012,3475 W 8TH AVENUE,5/27/2019,1890000,16,2757,1946,73,3465.0,49.26536189999999,-123.1813515,5940.681082014361
1013,2705 E 46TH AVENUE,8/20/2019,1470000,22,2500,1973,46,4026.0,49.228661,-123.0513798,8436.450508382874
1014,3266 GRAVELEY STREET,8/26/2019,1235000,0,2392,1964,55,3846.0,49.27017980000001,-123.0348388,6700.0248863129455
1015,884 E 28TH AVENUE,9/3/2019,1586000,6,2309,1932,87,4777.5,49.2452677,-123.0864037,5290.310591959143
1016,1128 E 26TH AVENUE,7/24/2019,1260000,20,1808,1960,59,3696.0,49.2475028,-123.081671,5149.119426605406
1017,8490 ADERA STREET,5/28/2019,2398000,129,2760,2001,18,4583.8,49.2096885,-123.1433239,9148.883572882756
1018,2425 DUNDAS STREET,9/3/2019,2000000,57,3448,2019,0,4026.0,49.28499840000001,-123.0557115,4633.676552891524
1019,3275 E 20TH AVENUE,6/25/2019,1106000,106,1485,1949,70,3620.0,49.2525379,-123.0348277,8266.42541790265
1020,4314 DUMFRIES STREET,11/25/2019,1558000,22,2091,1953,66,4989.2,49.2462357,-123.0731561,5694.593610641892
1021,3910 INVERNESS STREET,6/2/2019,960000,7,2142,1912,107,2697.0,49.2497246,-123.0797644,4966.495764031578
1022,5755 PRINCE ALBERT STREET,2/11/2020,1652000,24,2016,1952,68,5030.0,49.232277,-123.0881215,6702.688907668637
1023,3850 LILLOOET STREET,9/30/2019,1230000,7,2240,1974,45,3552.25,49.2499006,-123.0387815,8112.60035206299
1024,886 E 38TH AVENUE,4/15/2019,1185000,114,2223,1911,108,4026.0,49.2355156,-123.0866967,6285.857957924
1025,2148 E 4TH AVENUE,7/16/2019,1500000,182,1695,1912,108,2590.0,49.266607,-123.0606728,4958.75163118275
1026,926 E 58TH AVENUE,11/6/2019,1060000,0,1650,1946,73,3692.7,49.2171298,-123.086408,8615.945510586182
1027,3782 ONTARIO STREET,1/31/2020,1655000,28,2354,1929,91,3387.0,49.25118699999999,-123.1045781,4313.953606601859
1028,3037 W 42ND AVENUE,2/3/2020,2605000,8,2487,1991,29,4050.0,49.23402770000001,-123.1736991,8379.891034738346
1029,4010 W 19TH AVENUE,1/8/2019,2880000,203,3004,1939,80,5795.0,49.2554058,-123.1939977,7812.092889502533
1030,3980 W 23RD AVENUE,6/3/2019,3000000,15,2765,1931,88,4026.0,49.2517586,-123.1930284,8166.785020030948
1031,3987 TUPPER STREET,5/8/2019,2350000,147,3481,1929,90,5886.65,49.2501952,-123.1165673,3752.755338747398
1032,3110 NANAIMO STREET,4/1/2019,1100000,87,1250,1943,76,5910.0,49.25618660000001,-123.0562184,6145.77954634337
1033,1470 E 28TH AVENUE,10/21/2019,1600000,18,3188,1970,49,6176.0,49.2452352,-123.0743223,5807.209976468957
1034,2504 E 1ST AVENUE,4/23/2019,1185000,54,2308,1956,63,4483.0,49.2692103,-123.0545156,5034.8103985915795
1035,7312 VICTORIA DRIVE,7/17/2019,1500000,30,2101,1941,78,7058.04,49.2178808,-123.0656211,9066.746752081204
1036,3981 W 11TH AVENUE,1/23/2020,2798000,10,2498,1925,95,4029.0,49.2628917,-123.1929553,7100.5129786174175
1037,2539 E 18TH AVENUE,9/19/2019,1245000,45,1660,1942,77,4105.0,49.254272,-123.0536146,6632.733709940105
1038,3169 WATERLOO STREET,7/22/2019,2456000,5,3303,1990,29,5517.0,49.258257,-123.1805155,6571.191511845468
1039,4435 RUPERT STREET,8/6/2019,1220000,42,1857,1953,66,4573.0,49.245024,-123.0342854,8560.17129200353
1040,2606 E 5TH AVENUE,4/29/2019,1400000,58,2092,1942,77,4026.0,49.2654884,-123.052006,5628.524280273911
1041,1175 WAVERLEY AVENUE,6/4/2019,1350000,50,2732,1971,48,6093.0,49.2272109,-123.0825705,7587.673835497007
1042,329 E 24TH AVENUE,2/26/2020,1950000,4,2152,1910,110,4057.0,49.2495189,-123.0979626,4386.137299604765
1043,3432 E 23RD AVENUE,6/11/2019,1314000,43,2650,1966,53,3960.0,49.2494102,-123.0300257,8692.378007339585
1044,3379 W 23RD AVENUE,9/11/2019,2175000,14,1636,1928,91,4026.0,49.2521812,-123.180045,7080.384976458111
1045,5597 INVERNESS STREET,3/4/2019,1950000,145,2964,2012,7,4125.0,49.2337871,-123.080099,6709.974782563791
1046,3427 MONS DRIVE,11/6/2019,1210000,1,1446,1948,71,4510.0,49.2531863,-123.0310477,8462.95559613855
1047,3492 E 49TH AVENUE,3/12/2020,1360000,47,2782,1972,48,4845.0,49.22365180000001,-123.0293956,10169.267002670751
1048,6282 WINDSOR STREET,12/10/2019,1380000,8,1876,1953,66,4026.0,49.227533,-123.0848677,7508.243089342386
1049,4344 COLLINGWOOD STREET,2/28/2020,1850000,11,1932,1926,94,3630.0,49.2476068,-123.1815842,7538.654211669502
1050,2742 W 2ND AVENUE,8/30/2019,2450000,30,2409,1926,93,3960.0,49.26994759999999,-123.1673721,4677.469969412671
1051,2321 PARKER STREET,1/13/2020,1416000,0,1771,1947,73,4026.0,49.2758919,-123.057431,4498.637621804628
1052,3687 HAIDA DRIVE,5/1/2019,1620000,96,3160,1980,39,6150.0,49.2537746,-123.0253992,8710.614069755504
1053,3089 CHARLES STREET,9/16/2019,1790000,40,3026,2011,8,4290.0,49.2735239,-123.0392592,6062.629021603303
1054,563 W 20TH AVENUE,5/23/2019,1860000,63,2389,1939,80,4026.0,49.2535468,-123.1167451,3391.6507774257093
1055,5530 KERR STREET,7/22/2019,1260000,74,2267,1945,74,4580.28,49.2344365,-123.0399947,8268.10504619088
1056,4788 DUNBAR STREET,1/2/2020,2321905,35,2355,2019,1,3034.79,49.2434531,-123.1849217,8216.47562860494
1057,3265 SW MARINE DRIVE,2/11/2020,2825000,7,6556,1962,58,11400.0,49.2298735,-123.1770224,9078.784882529662
1058,3037 W 28TH AVENUE,3/2/2020,2500000,0,2715,1969,51,4297.92,49.2472515,-123.173604,7076.723107518102
1059,2505 E KENT AVENUE NORTH,10/29/2019,1440000,24,2177,1994,25,3578.93,49.2060359,-123.0558782,10880.661798729683
1060,77 E KING EDWARD AVENUE,11/14/2019,1650000,3,2316,1905,114,4063.95,49.2490008,-123.1035522,4536.526761682899
1061,682 W 21ST AVENUE,11/3/2019,2988221,0,2794,2002,17,4026.0,49.2522665,-123.1195155,3717.614682548069
1062,521 E 20TH AVENUE,12/18/2019,1084600,23,867,1910,110,3023.0,49.2530861,-123.0929311,4184.08201038674
1063,188 E 61ST AVENUE,8/19/2019,1250000,14,2361,1993,26,3630.0,49.2148934,-123.1024617,8133.828797790754
1064,3054 E 21ST AVENUE,11/25/2019,1450000,7,2285,1986,33,3637.0,49.2512504,-123.0402478,7986.848257038296
1065,1012 E 58TH AVENUE,7/31/2019,1905000,103,2630,2017,2,3762.0,49.21717510000001,-123.0851753,8615.945510586182
1066,174 E 48TH AVENUE,10/11/2019,2036190,50,3369,2019,0,3864.0,49.2263884,-123.1023865,6839.619974941207
1067,3323 E 23RD AVENUE,7/18/2019,1488000,12,2200,2001,18,3960.0,49.24987429999999,-123.0328588,8498.871525536473
1068,5588 HOLLAND STREET,9/9/2019,2800000,55,2816,1936,83,8877.0,49.2356985,-123.1919939,9483.190304066495
1069,3281 E 7TH AVENUE,7/12/2019,1080000,4,1712,1942,77,4026.0,49.2640458,-123.0347776,7168.161175785559
1070,2561 E 7TH AVENUE,7/29/2019,1354000,51,2352,1961,58,4026.0,49.2640995,-123.0532741,5833.525836771439
1071,1915 E 53RD AVENUE,4/1/2019,1210000,89,1646,1957,62,3385.0,49.2220342,-123.0674296,8747.38625003466
1072,3645 FRASER STREET,3/19/2020,1230000,53,2358,1906,114,3040.0,49.25207529999999,-123.0904654,4379.337127033391
1073,3002 GRAVELEY STREET,6/18/2019,1100000,6,922,1926,93,3902.75,49.2702058,-123.041283,6105.921272435381
1074,5785 CHESTER STREET,4/8/2019,2115000,82,3515,2016,3,4026.0,49.2320966,-123.0894869,6602.726573115807
1075,6250 PRINCE ALBERT STREET,7/4/2019,1665000,76,2205,2006,13,4026.0,49.2278375,-123.0876316,7307.59651127538
1076,2754 DUNDAS STREET,10/16/2019,1550000,9,2686,1910,109,5856.0,49.2845568,-123.0480696,5213.265596547457
1077,628 E 54TH AVENUE,6/24/2019,1250000,13,2632,1973,46,4032.0,49.2206461,-123.0922301,7856.4693664257775
1078,1146 E 60TH AVENUE,3/12/2020,1482000,8,1940,1952,68,6180.0,49.2153234,-123.0825092,8978.819825636689
1079,3322 W 38TH AVENUE,5/25/2020,2880000,7,2959,1925,95,5475.0,49.2375199,-123.1792479,8370.785361342783
1080,2971 E 16TH AVENUE,9/9/2019,1385000,6,2279,1963,56,3996.66,49.2556459,-123.0425459,7357.142049061818
1081,946 E 24TH AVENUE,9/16/2019,1225000,8,1670,1913,106,2161.5,49.2489621,-123.0847246,5007.618366723925
1082,7 W 20TH AVENUE,5/10/2019,2050000,143,2046,1927,92,4570.5,49.25298060000001,-123.1051412,4100.681652518153
1083,5304 FRASER STREET,5/1/2019,840000,53,906,1913,106,3399.0,49.23702189999999,-123.0901715,6219.718511704441
1084,4377 W 14TH AVENUE,4/17/2020,2802000,3,3603,1911,109,5734.0,49.2603364,-123.2054518,8266.2815631985
1085,4507 W 14TH AVENUE,3/25/2019,2900000,191,2407,1999,20,4026.0,49.26041,-123.2096042,8486.596064718236
1086,4448 COMMERCIAL STREET,3/12/2020,1085000,8,2028,1908,112,4081.94,49.2449829,-123.0676293,5973.062542767751
1087,2509 E PENDER STREET,2/24/2020,1570000,9,2599,1976,44,4026.0,49.2805196,-123.0541971,4888.461636717543
1088,50 E 56TH AVENUE,4/28/2020,2468000,6,2586,2020,0,3630.0,49.2191802,-123.1048788,7723.87753516926
1089,1747 E 8TH AVENUE,8/19/2019,1325000,7,2036,1993,26,3115.0,49.2634564,-123.0685199,
1090,2851 E 15TH AVENUE,6/18/2019,1265000,257,1660,1955,65,4023.0,49.2565607,-123.0457714,6874.442547422355
1091,3088 E GEORGIA STREET,5/22/2019,1180000,168,1780,1946,74,3481.5,49.278054,-123.0394236,5883.923935532958
1092,2786 DUNDAS STREET,4/23/2019,1300000,49,2450,1925,94,5856.0,49.28463559999999,-123.0472474,5213.265596547457
1093,3151 W 45TH AVENUE,8/8/2019,2575000,287,2400,1948,72,6838.1,49.2312606,-123.1751239,8881.670690165533
1094,4995 ST. CATHERINES STREET,1/10/2020,1155000,4,1585,1953,67,3300.0,49.2393755,-123.0871596,5853.480729732266
1095,3328 W 39TH AVENUE,11/20/2019,2273000,11,2191,2013,6,2537.5,49.236206,-123.1792974,8503.748537393736
1096,6579 MAPLE STREET,9/18/2019,2700000,8,2645,1922,97,7789.6,49.22607900000001,-123.1527591,7856.336091900719
1097,720 HAWKS AVENUE,10/15/2019,1265000,47,2394,1905,114,2684.0,49.2779605,-123.0870925,2605.200775016527
1098,312 E 32ND AVENUE,2/11/2019,1925000,314,2253,2017,3,3295.0,49.2420176,-123.0984516,5295.842922462837
1099,2895 W 5TH AVENUE,5/24/2019,1715000,11,2679,1930,89,4092.0,49.267717,-123.1702253,4892.683123924643
1100,2646 MCGILL STREET,8/21/2019,1125000,54,1520,1928,91,4081.0,49.2884715,-123.0504572,5299.8777566071585
1101,6161 ST. GEORGE STREET,11/27/2019,1498000,17,2313,1975,44,4026.0,49.2285738,-123.094203,6999.870002499235
1102,2924 W 41ST AVENUE,9/9/2019,1850000,3,2651,1925,94,4455.0,49.2345213,-123.1712105,8074.255882687863
1103,3174 E 3RD AVENUE,1/16/2020,1350000,20,2444,1965,55,4154.0,49.2673413,-123.03727,6556.2946085427775
1104,1771 E 5TH AVENUE,6/3/2019,1555000,7,2251,1912,107,2500.0,49.2659057,-123.0681259,4349.71599533085
1105,168 E 48TH AVENUE,10/7/2019,2080714,27,2774,2019,0,3864.0,49.2265916,-123.1024752,6839.619974941207
1106,326 WEBBER AVENUE,9/16/2019,1550000,10,1985,1910,109,2432.1,49.2480586,-123.0986535,4539.445937099693
1107,4514 NANAIMO STREET,5/21/2019,1360000,41,1682,2003,16,2940.0,49.2443354,-123.0563551,6843.6631015297235
1108,518 KEEFER STREET,1/3/2020,1189000,47,3189,1910,110,3050.0,49.2791693,-123.0930471,1838.9573398488776
1109,3164 W KING EDWARD AVENUE,4/4/2020,2050000,19,3050,1973,47,4199.9,49.2496782,-123.1752257,6899.220061682201
1110,1982 1984 E 12TH AVENUE,2/6/2020,1375000,5,2168,1913,107,4026.0,49.2593463,-123.0645035,5472.067926846157
1111,7848 MAIN STREET,6/20/2019,1375000,15,3600,1953,66,5860.99,49.2140512,-123.1017972,8231.862213105258
1112,4409 W 16TH AVENUE,1/21/2019,2965000,180,2850,2018,1,4026.0,49.2585337,-123.2065837,8469.68082541413
1113,1019 W 46TH AVENUE,2/3/2020,2988000,42,3900,1986,34,7200.0,49.2295594,-123.1292079,6739.723341561838
1114,8523 CORNISH STREET,6/18/2019,2100000,1,3000,1994,25,5121.6,49.2092061,-123.1424852,9210.232522761095
1115,1275 E 60 AVENUE,2/7/2020,1250000,4,1822,1960,60,3861.0,49.2157772,-123.0806,9101.259279459711
1116,4799 GOTHARD STREET,7/23/2019,1472000,7,2210,2001,18,4176.0,49.2416214,-123.0542919,7038.924520353362
1117,2168 E 7TH AVENUE,9/9/2019,2300000,9,3644,1992,27,6039.0,49.263891,-123.060557,5110.949659293039
1118,4808 TRAFALGAR STREET,2/17/2020,2890000,0,3249,1940,80,7420.0,49.2431801,-123.1652173,6795.846313891315
1119,1407 W 48TH AVENUE,4/8/2019,2700000,76,3495,1942,77,7270.0,49.2280733,-123.1376989,7142.047417065956
1120,615 W 23RD AVENUE,2/4/2020,2570000,67,2779,1955,65,4026.0,49.2508804,-123.1187451,3846.787455956784
1121,120 E 24TH AVENUE,11/12/2019,1650000,7,1860,1910,109,2416.35,49.2493966,-123.1028384,4505.444797364425
1122,7951 FRENCH STREET,6/11/2019,1680000,78,1618,1949,70,4327.73,49.2137514,-123.1393515,8676.347873679248
1123,3425 W 33 AVENUE,10/21/2019,2680000,2,3374,1937,82,7308.0,49.24260590000001,-123.1807223,8084.026185034668
1124,5078 ST. CATHERINES STREET,6/20/2019,1147000,2,1539,1946,73,3234.0,49.2385932,-123.0866383,6074.534236926297
1125,3246 E 27TH AVENUE,3/5/2020,1632000,1,2780,1994,26,3960.0,49.2460533,-123.0351001,8658.758735910777
1126,2350 E 49TH AVENUE,5/27/2019,1500000,133,2606,1967,52,6190.0,49.2246269,-123.0582977,8654.541741120078
1127,2087 E 28TH AVENUE,3/16/2020,1450000,0,1900,1957,63,4204.2,49.2460331,-123.063218,6306.8825838180965
1128,2575 W 15TH AVENUE,7/23/2019,2600000,25,2096,1941,78,6250.0,49.2586289,-123.1643458,5370.196127012682
1129,1090 E 57TH AVENUE,7/8/2019,1500000,29,2012,2012,7,3597.0,49.2179565,-123.0834679,8690.464124365371
1130,2496 E 29TH AVENUE,9/3/2019,1038000,65,1684,1979,40,2866.19,49.2443651,-123.0545738,7016.997466116073
1131,158 E 61ST AVENUE,6/7/2019,1250000,114,1518,1944,75,3811.5,49.21482719999999,-123.1032592,8133.828797790754
1132,505 RUPERT STREET,2/26/2020,1907619,15,3400,2020,0,3960.0,49.28001829999999,-123.03394,6223.647411507016
1133,1561 KITCHENER STREET,9/24/2019,1470000,29,2538,1910,109,4026.0,49.27236629999999,-123.0720154,3823.2827286433667
1134,3986 W 24TH AVENUE,4/8/2019,2200000,149,2293,1941,78,5008.15,49.2508563,-123.1932106,8240.282181566728
1135,3539 E 22ND AVENUE,8/29/2019,1188800,5,1344,1948,71,4469.0,49.2508764,-123.0276008,8763.995608305413
1136,2566 MCBAIN AVENUE,10/7/2019,2805000,18,2017,1955,64,6255.0,49.2474008,-123.1617996,5941.384411449655
1137,4586 W 8TH AVENUE,3/16/2019,2200000,119,2253,1987,32,3795.0,49.26540259999999,-123.2114808,8163.459433110289
1138,2504 NAPIER STREET,4/6/2020,1210000,1,2335,1942,78,3564.0,49.2747817,-123.0544814,4730.060853579899
1139,4250 OSLER STREET,7/10/2019,2488888,8,1872,1924,95,6000.0,49.24772369999999,-123.1295774,4842.4970093703405
1140,3949 PRINCE EDWARD STREET,10/28/2019,1711000,8,2079,1910,109,2665.0,49.2494577,-123.0970969,4409.22553518637
1141,6963 LANARK STREET,9/20/2019,1450000,11,2272,1952,67,5001.66,49.2209423,-123.0764588,8491.289143691414
1142,1216 E 17TH AVENUE,6/24/2019,1630000,8,2501,1913,106,4026.0,49.2551622,-123.0793226,4733.568489923647
1143,638 W 24TH AVENUE,10/15/2019,2250000,20,1786,1927,92,4310.13,49.249846,-123.1191641,3911.8595416763123
1144,2993 CHARLES STREET,1/13/2020,1432000,27,2098,1940,80,3802.78,49.27352339999999,-123.0417681,5880.919730089332
