Number,Address,List Date,Price,Days on market,Total floor area,Year Built,Age,Lot Size,Latitude,Longitude,Driving_Distance_m,Proximity_Score
1259,3382 CHURCH STREET,7/10/2019,960000,56,1700,1930,89,4026.0,49.23365860000001,-123.0329769,8757.863554040603,24.77013353639116
1002,6583 CLARENDON STREET,1/14/2020,1605000,29,2501,1970,50,4356.0,49.2241534,-123.0566113,8761.779893043962,24.72862112695795
1135,3539 E 22ND AVENUE,8/29/2019,1188800,5,1344,1948,71,4469.0,49.2508764,-123.0276008,8763.995608305413,24.705134988745236
1283,3569 ANZIO DRIVE,7/2/2019,1820000,6,3979,1989,30,6600.0,49.251364,-123.0283782,8763.995608305413,24.705134988745236
794,1163 W 64TH AVENUE,3/5/2020,1948000,10,2114,1994,26,3696.0,49.2132265,-123.132214,8764.884798817437,24.69570974732267
1187,6675 BERKELEY STREET,12/9/2019,1715000,27,2610,1994,26,4356.0,49.2233291,-123.058064,8765.66735559073,24.687414802183916
955,2176 W 57TH AVENUE,4/20/2020,2950000,40,3370,1957,63,12883.77,49.2192804,-123.1569002,8769.0855363822,24.651182770071646
371,5969 LANCASTER STREET,12/8/2019,1418000,77,2341,1981,39,4026.0,49.2297857,-123.0421524,8769.68676272699,24.644809891174912
677,554 E 62ND AVENUE,11/25/2019,1525000,7,2782,1975,44,4620.0,49.21396679999999,-123.0937367,8772.481318808674,24.615188156144463
3,2831 W 49TH AVENUE,6/18/2019,2650000,1,3108,1929,90,9111.0,49.2276034,-123.1683866,8778.890464801974,24.547252491646866
241,3399 PRICE STREET,6/19/2019,2070000,5,3573,2018,1,4160.0,49.2431429,-123.0314494,8783.26627765167,24.500869751423448
489,1626 E 56TH AVENUE,3/10/2020,1480000,7,2246,1954,66,5190.0,49.2188099,-123.0734095,8785.47884433969,24.47741698745879
396,8056 HAIG STREET,6/2/2018,1480000,540,1633,1948,71,3861.0,49.21258270000001,-123.1366537,8793.10748767891,24.396554895222657
307,8078 HAIG STREET,9/17/2019,2300000,2,3206,2019,0,3846.0,49.2124394,-123.1367798,8793.10748767891,24.396554895222657
974,8092 HAIG STREET,7/2/2019,2200000,70,3206,2019,0,3846.01,49.2122861,-123.1366731,8793.10748767891,24.396554895222657
636,5349 JOYCE STREET,3/21/2019,1300000,146,1648,1953,66,3069.0,49.2359902,-123.0344778,8796.657260961449,24.358928009048242
448,3494 DIEPPE DRIVE,5/1/2019,1545000,90,2360,2003,16,4620.0,49.25292719999999,-123.0243549,8801.103595271361,24.31179775546405
551,3484 DIEPPE DRIVE,4/4/2019,1190000,118,2250,1948,71,4620.0,49.2530322,-123.0243487,8801.103595271361,24.31179775546405
232,4615 W 15TH AVENUE,6/17/2019,2248000,26,2468,1987,32,4026.0,49.2595825,-123.2128177,8808.840095402309,24.229792402827186
170,760 E 63RD AVENUE,9/5/2019,1150000,35,2505,1945,74,4145.57,49.2127714,-123.0893162,8817.102837301503,24.14220899279398
816,1790 W 62 AVENUE,6/2/2019,2750000,175,3931,1987,32,5373.0,49.2148067,-123.1472229,8817.865423200825,24.134125734921398
1168,7840 PRINCE ALBERT STREET,1/7/2020,1285000,1,2300,1958,62,3979.46,49.2134234,-123.0877222,8820.33567619758,24.107941547669753
895,1570 W 64TH AVENUE,4/23/2019,1984000,75,2828,1920,99,4029.3,49.2129385,-123.142649,8828.101306206234,24.025627424160646
205,1810 W 61ST AVENUE,9/30/2019,2388000,120,3146,1967,53,7670.0,49.21583829999999,-123.148871,8828.38391733955,24.022631802722728
732,3623 W 38TH AVENUE,2/25/2020,2225000,6,3041,1988,32,4237.86,49.2377243,-123.1857002,8833.568174921566,23.967679710177304
560,2242 E 52ND AVENUE,5/27/2020,1438000,5,1690,1953,67,4322.01,49.2219458,-123.0610803,8838.919585268994,23.910955831780424
533,1343 W 64TH AVENUE,5/21/2019,1780000,16,2228,1989,30,3668.0,49.2133085,-123.135932,8841.593732653393,23.882610404836868
779,8149 MONTCALM STREET,1/6/2020,3000000,34,3365,2012,8,4014.45,49.2119514,-123.1359754,8841.593732653393,23.882610404836868
1230,1568 E 58TH AVENUE,7/19/2019,2600000,48,3744,2015,4,5117.5,49.2170702,-123.0745492,8862.646490862602,23.659455382319827
715,7928 HUDSON STREET,4/27/2019,2000000,182,2399,1993,26,3983.1,49.2139068,-123.1338876,8865.834863890821,23.625659266493372
863,778 W 69TH AVENUE,1/28/2020,1629000,13,2240,1975,45,3993.0,49.2091336,-123.1234454,8866.045384540776,23.623427789747463
921,2276 E 52ND AVENUE,4/20/2020,1245000,1,2414,1986,34,4322.01,49.2219061,-123.060263,8866.861346312024,23.614778758317645
586,615 E 63RD AVENUE,7/12/2019,1448000,41,2770,1976,43,6226.0,49.21337219999999,-123.0927362,8869.432436137435,23.58752572086852
843,5866 JOYCE STREET,3/26/2020,1351000,4,2273,1980,40,3562.0,49.2305617,-123.0371086,8877.080213298656,23.506460813949538
855,1635 E 57TH AVENUE,4/30/2020,1270000,3,1572,1953,67,4075.5,49.21832300000001,-123.0732341,8880.714352072084,23.467939670460613
767,1146 E 59TH AVENUE,10/9/2019,1260500,50,2386,1959,60,3854.4,49.2162119,-123.0825054,8881.176213041465,23.46304403664401
1093,3151 W 45TH AVENUE,8/8/2019,2575000,287,2400,1948,72,6838.1,49.2312606,-123.1751239,8881.670690165533,23.45780267811707
115,3437 E 24TH AVENUE,6/26/2019,1125000,25,1499,1912,107,3959.0,49.2489889,-123.029776,8882.306603050174,23.451062128841716
363,2108 E 54TH AVENUE,7/23/2019,1400000,20,2715,1976,43,4493.7,49.2200725,-123.0642064,8917.4100246443,23.078972887212778
561,2102 E 54TH AVENUE,5/13/2019,1295000,51,2004,1989,30,3034.0,49.2200595,-123.0644111,8917.4100246443,23.078972887212778
1241,8150 FRENCH STREET,12/29/2018,2715000,264,2971,2011,8,4111.0,49.2118975,-123.1387875,8927.80677343253,22.968769431357437
717,8244 FRENCH STREET,7/12/2019,1620000,0,2394,1969,50,4026.0,49.21127,-123.1387498,8927.80677343253,22.968769431357437
13,8233 FRENCH STREET,3/20/2019,1638000,168,2317,1988,31,3752.1,49.21127689999999,-123.1394375,8927.80677343253,22.968769431357437
1286,6061 KERR STREET,9/16/2019,1518000,14,2454,1966,53,5404.0,49.2286761,-123.0412382,8929.84011336604,22.947216435111617
528,6869 NANAIMO STREET,6/4/2019,2040000,47,2874,2015,4,3978.0,49.2215518,-123.0597022,8951.084435471537,22.72203087364265
902,1414 E 60TH AVENUE,8/13/2019,1380000,37,1841,1952,67,5313.14,49.215263,-123.0766374,8955.065899078669,22.679828156446604
952,1503 E 60TH AVENUE,3/16/2020,1500000,58,2500,1956,64,4885.05,49.2156889,-123.0753933,8959.520434544345,22.632610972253076
1268,3544 E 28TH AVENUE,1/10/2020,1268000,2,1790,1957,63,3762.0,49.2451656,-123.0275268,8962.87060834102,22.597099800671483
782,1665 E 58TH AVENUE,6/14/2019,1854000,94,2422,2002,17,4939.0,49.2174079,-123.072747,8964.866001926179,22.5759490281218
1078,1146 E 60TH AVENUE,3/12/2020,1482000,8,1940,1952,68,6180.0,49.2153234,-123.0825092,8978.819825636689,22.42804129017251
195,8361--8365 CARTIER STREET,10/31/2019,1750000,4,2414,1977,42,4052.4,49.2103487,-123.1380373,8992.48531007591,22.28318989077692
304,8221 CARTIER STREET,5/6/2020,1713000,6,1831,1927,93,4026.0,49.21142889999999,-123.1380928,8992.48531007591,22.28318989077692
318,3164 E 46TH AVENUE,9/30/2019,1130000,15,1709,1962,57,3366.0,49.2282543,-123.0390348,8997.226501669102,22.23293420901674
1280,7458 INVERNESS STREET,3/19/2019,1540000,78,2262,2000,19,4343.0,49.21688109999999,-123.0797725,9006.281517901745,22.136952849652445
655,2775 E 48TH AVENUE,12/30/2019,1480000,7,2200,1962,58,4290.0,49.2261455,-123.0488211,9010.63763820663,22.090778846461824
149,3122 E 47TH AVENUE,3/2/2019,1090000,289,1891,1958,61,3395.7,49.2275511,-123.040173,9011.531699360608,22.081301977209577
313,2782 E 48TH AVENUE,11/19/2019,1780000,48,3300,1955,65,6545.0,49.2256637,-123.0488712,9013.656170169676,22.05878301192612
1210,6695 CLARENDON STREET,4/16/2019,1450000,112,2484,1964,55,4889.0,49.2228102,-123.0565441,9015.007921766222,22.044454715606598
8,1787 E 57TH AVENUE,6/13/2019,1150000,10,1900,1950,69,6574.82,49.2184006,-123.0711074,9029.04477247742,21.895666908070986
820,1716 NASSAU DRIVE,10/7/2019,1237100,122,1917,1950,70,4274.0,49.2177523,-123.0706682,9029.04477247742,21.895666908070986
41,4811 JOYCE STREET,11/28/2018,1400000,308,2000,1949,70,6187.5,49.2416168,-123.0290443,9030.111004282511,21.88436506438338
618,4795 JOYCE STREET,2/7/2020,1375000,1,2700,1964,56,3696.0,49.2420681,-123.0286389,9030.111004282511,21.88436506438338
637,3100 BLANCA STREET,4/29/2019,2400000,196,3000,1970,49,6718.25,49.2591841,-123.215021,9032.131981140994,21.862943114257916
1000,5664 TYNE STREET,12/2/2019,1358000,8,2464,1971,48,4422.68,49.2324877,-123.0303431,9038.00704724642,21.800668589655636
996,4827 JOYCE STREET,10/30/2019,1358000,5,2071,1996,23,3300.0,49.24135829999999,-123.0292712,9039.949644683318,21.78007744570838
738,1391 E 61ST AVENUE,7/22/2019,1397500,96,2042,2010,9,3192.0,49.2148467,-123.0774373,9049.40800068999,21.679820765482994
518,8507 FREMLIN STREET,1/1/2020,1500000,37,2165,1915,105,4048.11,49.2092019,-123.127847,9054.443078437413,21.626449949320303
286,3573 TANNER STREET,7/2/2019,1088000,4,1674,1930,89,3960.0,49.2431688,-123.0285656,9055.14288914701,21.61903209589199
1245,5557 STAMFORD STREET,5/1/2019,1190000,209,1459,1959,60,4818.0,49.2338637,-123.0315201,9059.603271831736,21.571752932347067
831,3228 E 45TH AVENUE,12/3/2019,2270000,37,3669,2008,12,6236.79,49.2290641,-123.0367142,9059.735552966144,21.570350778803395
52,6526 DAWSON STREET,4/14/2020,2630000,20,4704,2013,7,5640.0,49.2241945,-123.0484825,9065.14454531663,21.51301654270128
124,6643 VIVIAN STREET,4/5/2019,2361905,91,3906,2018,1,4800.0,49.223311,-123.0508187,9065.95534367742,21.504422242388664
70,6588 VIVIAN STREET,6/26/2019,2820000,6,4987,2018,1,5631.36,49.2238578,-123.0500896,9065.95534367742,21.504422242388664
1035,7312 VICTORIA DRIVE,7/17/2019,1500000,30,2101,1941,78,7058.04,49.2178808,-123.0656211,9066.746752081204,21.496033471738684
447,1610 E 59TH AVENUE,5/28/2019,2133000,111,3432,2019,0,3889.05,49.2160869,-123.0736582,9069.10468952223,21.47103980689359
1232,1606 E 59TH AVENUE,4/8/2020,2400000,31,3720,2019,1,4242.6,49.2161579,-123.073814,9069.10468952223,21.47103980689359
1057,3265 SW MARINE DRIVE,2/11/2020,2825000,7,6556,1962,58,11400.0,49.2298735,-123.1770224,9078.784882529662,21.368431698869163
100,3551 WELLINGTON AVENUE,10/23/2019,1550000,4,2265,1949,70,7213.0,49.2395891,-123.028227,9098.308061089623,21.16148991443132
506,5038 ANN STREET,6/16/2019,1120000,4,2168,1969,50,3493.05,49.2385733,-123.0284505,9098.308061089623,21.16148991443132
1115,1275 E 60 AVENUE,2/7/2020,1250000,4,1822,1960,60,3861.0,49.2157772,-123.0806,9101.259279459711,21.130207590505623
755,3425 ARCHIMEDES STREET,2/12/2020,1035000,8,2060,1947,73,3234.0,49.2351121,-123.0319544,9107.08107864385,21.068497684605603
147,3320 E 44TH AVENUE,9/7/2019,1150000,126,1784,1912,108,3807.0,49.22982450000001,-123.0340537,9107.501203972046,21.0640444402306
230,1582 W 68TH AVENUE,9/3/2019,2012000,27,2361,1992,27,3828.0,49.2103416,-123.1431603,9126.021594931057,20.867732003617213
1017,8490 ADERA STREET,5/28/2019,2398000,129,2760,2001,18,4583.8,49.2096885,-123.1433239,9148.883572882756,20.625399614013084
535,5874 BATTISON STREET,5/15/2019,2300000,50,3878,2018,1,4636.0,49.2304348,-123.0303234,9159.59381422896,20.511873199800558
1262,5865 BATTISON STREET,3/22/2019,1030000,131,1700,1930,89,4356.0,49.2307662,-123.0309941,9159.59381422896,20.511873199800558
705,7625 BORDEN STREET,5/28/2019,1650000,7,2889,1956,63,5273.0,49.21525219999999,-123.0742667,9166.607292857549,20.43753173034878
850,8549 OSLER STREET,1/6/2020,1557500,53,2030,1927,93,4026.0,49.2091053,-123.1319607,9169.597446927126,20.405836695802947
7,2418 E 54TH AVENUE,8/12/2019,1303000,9,2100,1979,40,3298.48,49.21995889999999,-123.0575719,9189.303936242612,20.19695185405308
260,941 E 64TH AVENUE,8/21/2019,1808000,114,2876,2013,7,4113.18,49.21221629999999,-123.0864857,9192.038626290449,20.167964686996974
334,1222 E 61ST AVENUE,7/15/2019,1526000,20,2142,2003,16,3762.0,49.21445629999999,-123.0814538,9205.55245530523,20.024720804740937
847,8567 CORNISH STREET,7/22/2019,2301000,79,3092,1997,22,5162.0,49.2090241,-123.1425045,9210.232522761096,19.9751130266001
48,8577 CORNISH STREET,10/31/2019,2300000,2,3094,1996,23,5163.0,49.2088431,-123.1425032,9210.232522761096,19.9751130266001
887,8515 CORNISH STREET,10/15/2019,2210000,6,2971,1995,24,5115.0,49.20938779999999,-123.1424816,9210.232522761096,19.9751130266001
1114,8523 CORNISH STREET,6/18/2019,2100000,1,3000,1994,25,5121.6,49.2092061,-123.1424852,9210.232522761096,19.9751130266001
1265,1308 E 61ST AVENUE,2/27/2020,1350000,26,2432,1957,63,3795.0,49.2144328,-123.079813,9213.49811539445,19.940498398417617
158,3236 E 47TH AVENUE,2/17/2020,1290000,11,2209,1971,49,3382.5,49.2274818,-123.0370971,9234.964580337251,19.71295816734344
827,3582 E 26TH AVENUE,7/17/2019,1650000,41,2034,2010,9,3630.0,49.2468551,-123.0265569,9235.350133210111,19.708871384074023
454,1437 E 63RD AVENUE,1/7/2020,1500000,2,2420,1959,61,5540.0,49.2131074,-123.0761001,9243.927191101906,19.61795628744141
129,4014 W 36TH AVENUE,10/21/2019,2900000,58,3715,1940,79,6900.6,49.2393221,-123.1942193,9248.79545849855,19.56635362760363
937,5818 ALMA STREET,2/28/2020,2570000,9,3357,1929,91,6830.0,49.23365980000001,-123.1865213,9270.024380273058,19.34133130656017
266,7188 STIRLING STREET,3/4/2020,2274200,27,3529,2010,10,5040.0,49.2188866,-123.0603848,9272.650868592988,19.313491056159236
354,1170 E 63RD AVENUE,2/21/2020,1455000,12,2426,1966,54,5583.0,49.212651,-123.082388,9274.732013942516,19.29143133207368
274,3577 PRICE STREET,1/22/2020,1190000,123,1672,1956,64,4570.5,49.2411194,-123.0263697,9285.611836312686,19.17610739295511
1248,2475 E 54TH AVENUE,2/19/2020,1950000,65,3850,1981,39,8745.0,49.22048969999999,-123.0569279,9295.708439683627,19.06908541843767
619,2552 E 54TH AVENUE,8/12/2019,1560000,88,2246,2011,8,3119.0,49.22000629999999,-123.0556903,9295.708439683627,19.06908541843767
499,1215 E 62ND AVENUE,1/16/2020,1353777,0,2642,1966,54,3781.95,49.2140371,-123.0814456,9304.300983303525,18.97800617618721
723,1319 E 62ND AVENUE,2/17/2020,1228000,3,719,1953,67,3795.0,49.2139474,-123.0794987,9304.300983303525,18.97800617618721
513,4277 KEVIN PLACE,7/30/2019,2770000,10,3359,1971,48,8133.0,49.2485186,-123.2017622,9315.85977417179,18.8554853069099
672,3686 E 25TH AVENUE,3/13/2020,1288888,10,1980,1954,66,5175.0,49.2477391,-123.0241489,9317.744625590953,18.835506259190606
476,3678 E 25TH AVENUE,2/21/2019,1200000,142,2098,1954,65,5127.98,49.2477087,-123.0246428,9317.744625590953,18.835506259190606
1152,2666 E 53RD AVENUE,1/8/2020,1780000,3,2572,1959,61,6014.0,49.2209219,-123.053339,9319.294449510066,18.819078435903503
1181,7315 NANAIMO STREET,3/27/2020,1480000,3,2462,1964,56,4225.0,49.2177453,-123.0595786,9333.526101032829,18.668225778761993
1250,5939 BATTISON STREET,7/16/2019,1588000,13,2628,1970,49,6534.0,49.2298986,-123.030979,9335.21696795385,18.65030292788972
457,7250 GLADSTONE STREET,5/22/2019,2238095,76,4012,2018,1,4955.72,49.2185088,-123.0617368,9347.214551350586,18.523130945651424
811,1576 E 62ND AVENUE,2/3/2020,1391000,8,2054,1954,66,5074.0,49.2135445,-123.0747735,9354.835310736196,18.442352421745277
925,4080 W 35TH AVENUE,3/6/2020,2200000,9,2016,1948,72,4257.0,49.2402866,-123.196126,9369.194951832034,18.2901431007511
142,3145 E 50TH AVENUE,2/25/2019,2440000,158,3777,2014,5,5417.0,49.22410550000001,-123.0400722,9375.767796693455,18.220472261021904
165,6515 KERR STREET,7/29/2019,1355000,14,2385,1959,60,5385.0,49.2241501,-123.0415417,9375.767796693455,18.220472261021904
1196,7550 JASPER CRESCENT,1/27/2020,1869000,77,3578,1992,28,6348.0,49.2157655,-123.0697578,9375.989977279163,18.218117191291196
799,3791 W 41ST AVENUE,7/25/2019,2130000,6,3842,1982,37,5643.61,49.2350156,-123.1880799,9376.023334392756,18.217763612564795
566,6295 DOMAN STREET,11/8/2019,1551000,113,2400,1955,65,6338.0,49.2263998,-123.0368699,9376.801827866338,18.209511737589533
1005,6550 LANCASTER STREET,4/25/2019,1500000,64,2134,1959,60,5718.19,49.2240426,-123.0423364,9398.939285169528,17.974859121819588
674,6515 RUPERT STREET,3/8/2020,1700000,6,2080,1957,63,7020.0,49.22413659999999,-123.0445527,9401.440247904888,17.94834941748643
473,5828 ORMIDALE STREET,9/23/2019,1669500,12,2738,1997,22,4574.12,49.2315365,-123.0247524,9443.419456167889,17.50337821361446
280,1666 SW MARINE DRIVE,8/14/2019,2300000,39,5615,1949,70,11700.0,49.2082316,-123.1457579,9449.888129818337,17.43481156786779
37,1564 E 63RD AVENUE,11/18/2019,1570000,17,2560,1959,60,5580.0,49.2126708,-123.074739,9452.37573187294,17.40844348407602
421,6612 KILLARNEY STREET,9/9/2019,1850000,1,2479,1957,62,7052.0,49.2237454,-123.0454662,9458.787036795668,17.34048493535868
409,6589 KILLARNEY STREET,6/6/2019,1588000,9,3066,1986,33,6325.5,49.2238403,-123.0461816,9458.787036795668,17.34048493535868
1247,5855 LINCOLN STREET,3/25/2019,1438000,162,3172,1929,90,6276.0,49.2309841,-123.0268212,9460.007530196835,17.327547949633914
791,5612 OLYMPIC STREET,2/18/2020,2950000,69,3643,1930,90,5746.0,49.2355513,-123.1893452,9469.5763961858,17.22611988571896
234,6276 BROOKS STREET,7/24/2019,1950000,44,3900,1991,28,5245.0,49.2267946,-123.0347872,9480.274114984464,17.11272620800348
472,6255 BROOKS STREET,6/28/2019,2300000,90,3668,2011,8,5244.75,49.2270173,-123.0353722,9480.274114984464,17.11272620800348
1068,5588 HOLLAND STREET,9/9/2019,2800000,55,2816,1936,83,8877.0,49.2356985,-123.1919939,9483.190304066497,17.081815187518757
1226,1277 E 64TH AVENUE,12/2/2019,1433000,3,2577,1992,27,3960.0,49.2121868,-123.0805144,9515.94550725955,16.734616590857033
910,2672 E 57TH AVENUE,11/22/2019,2171428,26,3491,2019,1,4062.0,49.2178428,-123.0531328,9518.18293934331,16.710900258675277
26,2277 BONNYVALE AVENUE,5/28/2019,1498000,16,2150,1953,66,5607.1,49.2173183,-123.0601164,9528.920053025997,16.59708900307554
39,8571 WILTSHIRE STREET,7/8/2019,2100000,2,2450,1956,63,6000.0,49.2089676,-123.146779,9541.053544627855,16.46847642107008
1175,1231 SE MARINE DRIVE,11/14/2019,935000,7,2010,1958,61,3201.0,49.21135839999999,-123.0815059,9551.401544941467,16.35878968928686
55,8473 ISABEL PLACE,10/9/2019,2390000,2,3320,2009,10,5827.0,49.2095502,-123.151049,9552.327296046838,16.348976912893797
676,5260 ABERDEEN STREET,8/22/2019,1520000,29,2098,1945,74,6000.0,49.237086,-123.027195,9558.948522995152,16.27879323272904
610,6779 LANCASTER STREET,2/18/2020,1588000,15,2630,1969,51,4720.0,49.2224975,-123.0431122,9563.832365487366,16.227025479996136
549,6726 RUPERT STREET,5/27/2019,2160000,287,4387,2001,19,7313.0,49.222928,-123.0439411,9570.332278611588,16.158127702081227
187,6272 BUTLER STREET,5/15/2020,1638000,5,1918,1948,72,5283.23,49.226796,-123.0333621,9584.270450385133,16.01038587153043
202,2688 E 57TH AVENUE,11/5/2019,2171428,30,3491,2019,0,4062.0,49.21784400000001,-123.0529743,9620.696541299463,15.624276599889287
72,2229 NEWPORT AVENUE,6/3/2019,1890000,87,2881,2008,11,4816.0,49.2154987,-123.0615101,9649.194340846774,15.322205629593121
93,7438 MUIRFIELD DRIVE,10/30/2019,1908000,11,3227,1997,22,5391.31,49.2166505,-123.0548314,9668.062942311395,15.122202231327686
735,6535 BROOKS STREET,1/2/2020,1890000,19,3095,1992,28,5174.0,49.2242279,-123.0355736,9672.119218819162,15.079206512361509
89,4020 W 40TH AVENUE,10/22/2019,2955000,110,3196,1996,24,5488.0,49.23545550000001,-123.1944999,9678.160855119591,15.01516637703747
689,6575 BROOKS STREET,8/6/2019,2700000,15,3844,2013,6,5412.0,49.22374929999999,-123.0355142,9683.593231460278,14.957584275320436
688,2759 E 57TH AVENUE,5/21/2020,1493000,0,2136,1964,56,4986.0,49.2183111,-123.049913,9705.578035330653,14.724549755379002
1201,2988 E 52ND AVENUE,11/1/2019,1844000,21,2728,2019,0,3978.0,49.221523,-123.0431459,9724.429738863411,14.52472547180854
118,7806 JASPER CRESCENT,1/15/2020,1550000,1,2860,1990,30,4658.0,49.2133438,-123.0685442,9727.17951534578,14.49557839156651
1299,3150 E 52ND AVENUE,8/17/2019,1450000,14,2282,1974,45,3993.0,49.2218046,-123.039898,9735.287376699036,14.409636684315096
1160,1656 W 69TH AVENUE,2/4/2020,2250000,31,2429,1953,67,6000.0,49.20932699999999,-123.1454376,9735.871745044058,14.403442496841134
953,2211 E 61ST AVENUE,10/16/2019,1488000,4,1924,1952,67,5075.0,49.2148311,-123.0616892,9736.971101416824,14.391789539367306
284,6350 ALMA STREET,2/20/2019,2010000,143,2838,1971,48,6825.0,49.2289887,-123.1867146,9764.888582586076,14.095869827706043
359,6267 DUNBAR STREET,4/16/2019,1970000,158,1680,1962,57,6830.0,49.2296762,-123.1858644,9764.888582586076,14.095869827706043
604,5212 HOY STREET,6/22/2019,1030000,146,1800,1957,62,3785.0,49.2371507,-123.025748,9817.3319009275,13.539981151787595
933,5232 HOY STREET,7/29/2019,1070000,95,1735,1950,69,3804.0,49.2369295,-123.0259904,9817.3319009275,13.539981151787595
486,5195 HOY STREET,12/3/2019,999000,76,2000,1912,108,3863.0,49.23748089999999,-123.0262081,9817.3319009275,13.539981151787595
242,3390 E 49TH AVENUE,10/15/2018,1275000,305,2990,1958,61,5200.8,49.22451969999999,-123.032716,9822.227138491558,13.48809261357431
733,2777 ROSEMONT DRIVE,7/8/2019,1325000,61,2459,1964,55,4869.0,49.21857379999999,-123.0488141,9830.3137204127,13.402376464043419
716,2835 ROSEMONT DRIVE,4/5/2019,1650000,134,2581,1964,55,5107.16,49.2181191,-123.0481802,9830.3137204127,13.402376464043419
926,3208 E 53RD AVENUE,6/6/2019,2680000,0,4436,2019,0,5499.36,49.2211046,-123.0386525,9836.019445670963,13.341896918521122
957,2919 E 54TH AVENUE,3/18/2020,1288000,46,690,1954,66,4467.0,49.2203875,-123.0453176,9849.651285427006,13.197402146032001
704,2921 E 54TH AVENUE,5/30/2019,975000,36,690,1954,65,4467.0,49.2204405,-123.0452937,9849.651285427006,13.197402146032001
42,7482 GATINEAU PLACE,11/12/2019,1677000,21,3036,1962,57,6033.0,49.2160587,-123.0521502,9851.400916342833,13.178856408578598
977,7569 VIVIAN DRIVE,7/2/2019,2670000,78,4652,2017,2,5415.0,49.2157178,-123.0517934,9851.400916342833,13.178856408578598
470,7857 NANAIMO STREET,5/29/2019,1445000,96,1490,1954,65,5880.0,49.2128023,-123.0597293,9893.14853466582,12.736340011709357
852,2131 FRASERVIEW DRIVE,6/10/2019,1392000,52,2815,1979,40,4869.84,49.2117006,-123.0635408,9901.791131987518,12.64473021023993
352,6710 BROOKS STREET,5/21/2019,1570000,35,2732,1983,36,4617.54,49.2221291,-123.0349318,9931.345676316889,12.331457956801117
1185,6988 MCKINNON STREET,1/23/2019,2825000,203,4625,2017,2,5500.0,49.22033159999999,-123.0388141,9944.6865364753,12.190047509796386
497,6869 DOMAN STREET,11/4/2019,1450000,2,2570,1953,66,4840.0,49.2215093,-123.0370759,9952.930450377016,12.10266367276731
121,1765 ISLAND AVENUE,5/14/2019,862500,119,1800,1991,28,3418.0,49.2101785,-123.0701739,9969.069888045691,11.931588864394216
434,3592 PETERSHAM AVENUE,9/9/2019,1700000,49,2714,1997,22,4476.0,49.2271761,-123.0259701,9993.42251063945,11.673455939992806
790,3752 W 50TH AVENUE,2/18/2020,2480000,8,2628,1957,63,9141.0,49.2263165,-123.1876746,10082.539355614985,10.728835223337086
1240,6816 TODERICK STREET,6/19/2019,1988000,5,3745,1972,47,11351.0,49.2219567,-123.0307545,10121.622207356044,10.314564818783111
477,3465 E 50TH AVENUE,3/5/2020,1549000,7,2834,1971,49,5884.53,49.223502,-123.0301599,10169.267002670753,9.809539526343158
1047,3492 E 49TH AVENUE,3/12/2020,1360000,47,2782,1972,48,4845.0,49.22365180000001,-123.0293956,10169.267002670753,9.809539526343158
397,2488 HARRISON DRIVE,12/16/2019,2050000,23,3285,1988,32,5400.0,49.2116576,-123.0562806,10193.901399220833,9.548419854412382
872,3658 E 48TH AVENUE,1/14/2020,1633000,7,2787,1971,49,6313.2,49.2249989,-123.0245941,10290.383141961558,8.525732695806665
220,2375 BURQUITLAM DRIVE,3/19/2019,1888000,136,3867,2005,14,6435.0,49.2098813,-123.0579631,10455.695299207997,6.77345692243404
1277,3892 W 50TH AVENUE,11/1/2019,2135000,125,1980,1948,72,7809.0,49.2262301,-123.1904777,10504.861874303118,6.252301068963117
961,3680 HENNEPIN AVENUE,3/16/2020,1244000,1,2127,1980,40,2825.0,49.22123819999999,-123.0249983,10517.348647885749,6.119943768684144
764,6892 RADISSON STREET,9/3/2019,950000,41,1850,1980,39,3534.0,49.2209593,-123.0243361,10634.110556340653,4.8822909133452885
1227,2349 ROSEDALE DRIVE,2/12/2020,1716250,22,2797,1968,52,6960.0,49.2079529,-123.0578403,10653.61279891439,4.67557104617029
572,8268 ELLIOTT STREET,3/18/2020,1935000,1,3060,1967,53,10348.0,49.2087303,-123.0555974,10682.551129412426,4.368830535985269
316,7749 MUNROE CRESCENT,4/27/2020,1580000,3,2895,1973,47,6325.0,49.2148162,-123.0392544,10691.858291273453,4.270176483436538
731,3202 E 62ND AVENUE,7/3/2019,1650000,0,3262,1973,46,7000.0,49.2133178,-123.0368109,10834.438799040823,2.75885164394829
1200,3172 E 62ND AVENUE,5/26/2020,1601000,3,2119,1973,47,7000.0,49.2134075,-123.037446,10834.438799040823,2.75885164394829
389,3218 E 62ND AVENUE,6/19/2019,1550000,33,3479,1973,46,7000.0,49.2132711,-123.0364068,10834.438799040823,2.75885164394829
1059,2505 E KENT AVENUE NORTH,10/29/2019,1440000,24,2177,1994,25,3578.93,49.2060359,-123.0558782,10880.661798729683,2.2688971005165204
893,2507 E KENT AVENUE NORTH,5/10/2020,1175000,5,1443,1994,26,2288.74,49.2060544,-123.0558385,10880.661798729683,2.2688971005165204
545,2597 E KENT NORTH AVENUE,3/25/2020,1520000,15,2511,1990,30,4240.0,49.2061438,-123.0544528,11065.159830655684,0.3132548963142301
576,3332 DEERING ISLAND PLACE,6/1/2019,2800000,138,3422,1992,27,8783.0,49.2166623,-123.1811274,11094.712737489546,0.0
